Date,Open,Close
2013-01-01,66.47,68.61
2013-02-01,69,69.54
2013-03-01,69.19,71.74
2013-04-01,71.77,73.17
2013-05-01,73.02,74.78
2013-06-01,74.99,73.41
2013-07-01,73.79,77.34
2013-08-01,77.91,75.13
2013-09-01,75.83,77.34
2013-10-01,77.35,80.77
2013-11-01,80.92,83.04
2013-12-01,83.04,84.8
2014-01-01,84.55,81.98
2014-02-01,81.96,85.79
2014-03-01,85,86.02
2014-04-01,86.22,86.46
2014-05-01,86.52,88.5
2014-06-01,88.64,90.01
2014-07-01,90.21,88.76
2014-08-01,88.32,92.32
2014-09-01,92.46,90.46
2014-10-01,90.34,92.59
2014-11-01,92.76,95.14
2014-12-01,94.73,94.39
2015-01-01,94.8,91.6
2015-02-01,92.02,96.92
2015-03-01,96.99,95.2
2015-04-01,95.11,95.9
2015-05-01,96.31,97.16
2015-06-01,97.45,94.82
2015-07-01,95.74,96.81
2015-08-01,96.84,90.97
2015-09-01,89.6,88.05
2015-10-01,88.26,95.34
2015-11-01,95.52,95.67
2015-12-01,95.97,93.5
2016-01-01,91.97,88.48
2016-02-01,88,88.36
2016-03-01,89.09,94.01
2016-04-01,93.42,94.42
2016-05-01,94.67,96.04
2016-06-01,95.63,95.85
2016-07-01,95.86,99.47
2016-08-01,99.55,99.64
2016-09-01,99.69,99.16
2016-10-01,98.98,97.36
2016-11-01,97.47,100.97
2016-12-01,101.15,102.37
2017-01-01,103.03,104.36
2017-02-01,104.66,108.5
2017-03-01,109.3,108.09
2017-04-01,108.12,109.29
2017-05-01,109.45,110.8
2017-06-01,111.02,111.02
2017-07-01,111.49,113.32
2017-08-01,113.66,113.64
2017-09-01,113.91,115.4
2017-10-01,115.56,118.12
2017-11-01,118.55,121.64
2017-12-01,121.6,122.58
2018-01-01,123.09,129.58
2018-02-01,129.13,124.77
2018-03-01,124.81,121.21
2018-04-01,120.76,121.59
2018-05-01,121.37,124.56
2018-06-01,125.24,124.76
2018-07-01,124,129.27
2018-08-01,129.42,133.48
2018-09-01,133.3,133.51
2018-10-01,134.19,124.28
2018-11-01,124.65,126.66
2018-12-01,128.7,114.86
2019-01-01,113.11,124.12
2019-02-01,124.22,128.19
2019-03-01,129.01,129.8
2019-04-01,130.73,135.03
2019-05-01,135.42,126.47
2019-06-01,126.45,134.72
2019-07-01,136.33,136.76
2019-08-01,136.83,134.34
2019-09-01,133.49,136.33
2019-10-01,136.74,139.29
2019-11-01,140,144.45
2019-12-01,144.62,147.84
2020-01-01,148.62,148.23
2020-02-01,148.9,136.17
2020-03-01,137.46,118.43
2020-04-01,114.2,133.79
2020-05-01,131.38,140.69
2020-06-01,140.41,143
2020-07-01,143.48,151.55
2020-08-01,152.62,163.11
2020-09-01,163.36,156.44
2020-10-01,157.79,152.54
2020-11-01,154.03,169.49
2020-12-01,171.62,175.74
2021-01-01,176.42,174.25
2021-02-01,175.92,178.78
2021-03-01,181.38,185.3
2021-04-01,186.27,195.26
2021-05-01,196.28,196.18
2021-06-01,197.32,200.75
2021-07-01,201.08,205.48
2021-08-01,206.35,211.49
2021-09-01,211.96,200.92
2021-10-01,201.78,215.1
2021-11-01,215.67,212.9
2021-12-01,215.4,221.02
2022-01-01,221.22,207.77
2022-02-01,208.24,201.63
2022-03-01,200.87,208.49
2022-04-01,208.78,189.07
2022-05-01,188.87,188.62
2022-06-01,189.76,172.35
2022-07-01,171.91,188.21
2022-08-01,187.02,180.9
2022-09-01,179.7,163.56
2022-10-01,165.11,176.46
2022-11-01,178.14,185.93
2022-12-01,186.43,174.2
2023-01-01,175.26,185.47
2023-02-01,184.94,181.02
2023-03-01,180.72,186.81
2023-04-01,186.6,189.53
2023-05-01,189.46,190.91
2023-06-01,191.09,202.72
2023-07-01,202.64,209.59
2023-08-01,209,206.16
2023-09-01,207.47,195.69
2023-10-01,195.54,191.48
2023-11-01,191.89,209.63
2023-12-01,209.24,218.15
2024-01-01,216.88,222.01
2024-02-01,222.79,233.64
2024-03-01,233.99,239.76
2024-04-01,240.39,230.19
2024-05-01,230.12,241.51
2024-06-01,242.56,250.88
2024-06-26,250.35,251.25
